year,title,genre
1930,Check and Double Check,comedy
1930,Children of Pleasure,musical comedy
1930,Conspiracy,drama
1930,Courage,drama
1930,The Cuckoos,musical comedy
1930,Dancing Sweeties,romantic comedy
1930,Dangerous Nan McGrew,"comedy, western"
1930,The Dawn Patrol,"drama, war"
1930,The Devil to Pay!,comedy
1930,The Devil's Holiday,drama
1930,The Divorcee,drama
1930,Dixiana,musical
1930,The Doorway to Hell,"drama, crime"
1930,Doughboys,comedy
1930,Dumbbells in Ermine,comedy
1930,Extravagance,drama
1930,The Fall Guy,comedy
1930,Fast and Loose,romantic comedy
1930,Feet First,comedy
1930,The Florodora Girl,drama
1930,For the Defense,drama
1930,Framed,crime
1930,Free and Easy,comedy
1930,The Furies,mystery
1930,General Crack,drama
1930,Girl of the Port,romance
1930,The Girl Said No,comedy
1930,The Gorilla,mystery
1930,The Green Goddess,adventure
1930,Golden Dawn,operetta
1930,Going Wild,musical
1930,Grumpy,drama
1930,Half Shot at Sunrise,comedy
1930,He Knew Women,comedy
1930,Hell Harbor,drama
1930,Hell's Angels,"drama, war"
1930,Hell's Heroes,western
1930,Hide-Out,drama
1930,High Society Blues,"musical, comedy"
1930,Hit the Deck,comedy
1930,Hold Everything,musical comedy
1930,"Hook, Line and Sinker",comedy
1930,Hot Curves,comedy
1930,Inside the Lines,"drama, war"
1930,Isle of Escape,adventure
1930,Journey's End,war
1930,Just Imagine,musical
1930,Kismet,costume drama
1930,Ladies of Leisure,romantic drama
1930,A Lady Surrenders,drama
1930,A Lady to Love,drama
1930,The Lash,drama
1930,Laughter,comedy
1930,Lawful Larceny,drama
1930,Leathernecking,musical comedy
1930,Let Us Be Gay,comedy drama
1930,The Life of the Party,musical comedy
1930,Loose Ankles,romantic comedy
1930,Love Comes Along,musical
1930,Lovin' the Ladies,comedy
1930,Madam Satan,drama
1930,Mamba,drama
1930,Mammy,musical
1930,The Man from Blankley's,comedy
1930,A Man from Wyoming,war
1930,The Man Hunter,adventure
1930,Manslaughter,drama
1930,The Matrimonial Bed,comedy
1930,Maybe It's Love,musical comedy
1930,Midnight Mystery,mystery
1930,Min and Bill,comedy drama
1930,Moby Dick,drama
1930,Montana Moon,drama
1930,Monte Carlo,musical
1930,Morocco,drama
1930,Mothers Cry,drama
1930,Murder Will Out,mystery
1930,Near the Rainbow's End,western
1930,"No, No, Nanette",musical
1930,A Notorious Affair,romantic drama
1930,Numbered Men,prison drama
1930,The Office Wife,romance
1930,Oh Sailor Behave,comedy
1930,Oklahoma Cyclone,western
1930,On Your Back,drama
1930,One Night at Susie's,drama
1930,Only the Brave,"drama, war"
1930,The Other Tomorrow,drama
1930,Our Blushing Brides,drama
1930,Outside the Law,drama
1930,Outward Bound,drama
1930,Part Time Wife,comedy
1930,The Pay-Off,drama
1930,Playing Around,drama
1930,Raffles,mystery
1930,Reaching for the Moon,musical
1930,Recaptured Love,musical
1930,River's End,drama
1930,Road to Paradise,drama
1930,The Rogue Song,operetta
1930,Romance,romance
1930,Rough Romance,western
1930,Rough Waters,adventure
1930,The Runaway Bride,drama
1930,Safety in Numbers,"musical, comedy"
1930,The Sap from Syracuse,comedy
1930,Sarah and Son,drama
1930,Scarlet Pages,crime drama
1930,The Sea God,adventure
1930,Second Choice,romance
1930,The Second Floor Mystery,mystery
1930,Second Wife,drama
1930,Shadow of the Law,crime
1930,She's My Weakness,comedy
1930,Shooting Straight,crime
1930,Show Girl in Hollywood,musical comedy
1930,The Silver Horde,drama
1930,Sin Takes a Holiday,comedy
1930,Sinners' Holiday,crime
1930,The Social Lion,comedy
1930,A Soldier's Plaything,comedy drama
1930,Son of the Gods,romance
1930,Song of the Flame,operetta
1930,Song of the West,musical
1930,Soup to Nuts,comedy
1930,The Spoilers,western
1930,Spring Is Here,musical
1930,Street of Chance,comedy
1930,Such Men Are Dangerous,drama
1930,Sunny,musical
1930,Sweet Kitty Bellairs,musical comedy
1930,Sweet Mama,drama
1930,The Texan,western
1930,They Learned About Women,musical
1930,Those Three French Girls,comedy
1930,Those Who Dance,crime
1930,Three Faces East,spy drama
1930,Tom Sawyer,adventure
1930,Troopers Three,comedy
1930,The Unholy Three,"drama, crime"
1930,Up the River,"comedy, drama"
1930,The Vagabond King,musical
1930,Viennese Nights,musical
1930,The Virtuous Sin,comedy drama
1930,War Nurse,"drama, war"
1930,The Way of All Men,drama
1930,Way Out West,"comedy, western"
1930,What a Man!,romantic comedy
1930,What Men Want,drama
1930,Wide Open,comedy
1930,The Widow From Chicago,"drama, crime"
1930,Young Eagles,drama
1930,Young Man of Manhattan,comedy
1931,24 Hours,drama
1931,Alexander Hamilton,drama
1931,Ambassador Bill,comedy
1931,Annabelle's Affairs,comedy
1931,Are These Our Children?,drama
1931,Arizona,drama
1931,Arrowsmith,drama
1931,The Avenger,western
1931,Bachelor Apartment,comedy
1931,The Bachelor Father,comedy
1931,Bad Company,crime
1931,Bad Girl,drama
1931,Bad Sister,drama
1931,Beau Ideal,adventure
1931,Behind Office Doors,drama
1931,Beyond Victory,war
1931,The Big Shot,comedy
1931,The Black Camel,"drama, crime"
1931,Blonde Crazy,comedy
1931,Body and Soul,action
1931,Border Law,western
1931,Born to Love,drama
1931,Bought,drama
1931,Branded,western
1931,Broadminded,comedy
1931,Captain Applejack,drama
1931,Caught Cheating,comedy
1931,Caught Plastered,comedy
1931,The Champ,drama
1931,Chances,drama
1931,Charlie Chan Carries On,mystery
1931,The Cheat,drama
1931,Children of Dreams,musical
1931,Cimarron,"drama, western"
1931,City Lights,"comedy, drama"
1931,City Streets,"drama, crime"
1931,The Common Law,drama
1931,Confessions of a Co-Ed,drama
1931,Consolation Marriage,drama
1931,Corsair,crime
1931,Cracked Nuts,comedy
1931,The Criminal Code,"drama, crime"
1931,The Cuban Love Song,musical
1931,"Dance, Fools, Dance",crime
1931,Daughter of the Dragon,drama
1931,Devotion,romance
1931,Dirigible,adventure
1931,Don't Bet on Women,comedy
1931,Dr. Jekyll and Mr. Hyde,"drama, horror"
1931,Dracula,horror
1931,The Drums of Jeopardy,"drama, thriller"
1931,The Easiest Way,drama
1931,East Lynne,drama
1931,East of Borneo,adventure
1931,Everything's Rosie,comedy
1931,The False Madonna,drama
1931,Fanny Foley Herself,comedy drama
1931,Fifty Million Frenchmen,musical comedy
1931,Fighting Caravans,western
1931,The Fighting Marshal,western
1931,The Finger Points,"drama, crime"
1931,Five Star Final,drama
1931,Flying High,comedy
1931,Frankenstein,"horror, science fiction"
1931,A Free Soul,drama
1931,Freighters of Destiny,western
1931,Friends and Lovers,drama
1931,The Front Page,comedy
1931,Gentleman's Fate,drama
1931,Girl of the Rio,comedy
1931,Girls About Town,comedy
1931,God's Gift to Women,musical comedy
1931,Goldie,comedy
1931,The Great Lover,drama
1931,Grief Street,romantic crime/mystery
1931,The Guardsman,comedy drama
1931,Guilty Hands,"drama, crime"
1931,Gun Smoke,western
1931,Heaven on Earth,drama
1931,Hell Divers,"drama, adventure"
1931,His Woman,romance
1931,A Holy Terror,western
1931,Honor Among Lovers,drama
1931,A House Divided,drama
1931,I Like Your Nerve,romantic comedy
1931,I Take This Woman,romance
1931,Illicit,drama
1931,Indiscreet,"drama, musical"
1931,Inspiration,drama
1931,Iron Man,film noir
1931,It Pays to Advertise,comedy
1931,Just a Gigolo,comedy
1931,Kept Husbands,drama
1931,Kiki,romantic comedy
1931,Ladies of the Big House,drama
1931,The Lady Refuses,drama
1931,The Last Flight,drama
1931,Laugh and Get Rich,comedy
1931,Laughing Sinners,drama
1931,Little Caesar,"drama, crime"
1931,Local Boy Makes Good,comedy
1931,Lonely Wives,comedy
1931,The Magnificent Lie,drama
1931,The Maltese Falcon,drama
1931,The Man in Possession,comedy
1931,Man of the World,romance
1931,Mata Hari,drama
1931,Men in Her Life,drama
1931,Men of Chance,"drama, crime"
1931,Men of the Sky,musical
1931,Millie,drama
1931,The Millionaire,"comedy, drama"
1931,The Miracle Woman,drama
1931,Monkey Business,comedy
1931,Mr. Lemon of Orange,comedy
1931,Murder at Midnight,mystery
1931,Murder by the Clock,mystery
1931,My Sin,drama
1931,The Naughty Flirt,comedy
1931,Nice Women,romance
1931,Night Nurse,drama
1931,Other Men's Women,drama
1931,The Painted Desert,western
1931,Pardon Us,comedy
1931,"Parlor, Bedroom and Bath",comedy
1931,Peach O'Reno,comedy
1931,Platinum Blonde,comedy
1931,Politics,romantic comedy
1931,Possessed,drama
1931,Private Lives,"comedy, drama"
1931,The Public Enemy,"drama, crime"
1931,Quick Millions,"drama, crime"
1931,Reducing,comedy
1931,The Road to Reno,"comedy, drama"
1931,The Road to Singapore,romance
1931,The Royal Bed,comedy
1931,The Runaround,comedy
1931,Safe in Hell,thriller
1931,Salvation Nell,drama
1931,Scandal Sheet,drama
1931,The Sea Ghost,drama
1931,Secret Service,war
1931,The Secret Six,crime
1931,Seed,drama
1931,Side Show,musical comedy
1931,Sidewalks of New York,comedy
1931,The Sin of Madelon Claudet,drama
1931,The Sin Ship,drama
1931,Sit Tight,musical comedy
1931,Skippy,"comedy, drama"
1931,Sky Raiders,adventure
1931,Smart Money,"drama, crime"
1931,Smart Woman,comedy drama
1931,The Smiling Lieutenant,musical comedy
1931,Son of India,romance
1931,Sporting Blood,sports
1931,The Squaw Man,drama
1931,The Star Witness,crime drama
1931,Stolen Heaven,drama
1931,Strangers May Kiss,drama
1931,Street Scene,drama
1931,Strictly Dishonorable,comedy
1931,Suicide Fleet,war
1931,Surrender,war
1931,Susan Lenox (Her Fall and Rise),drama
1931,Sweepstakes,comedy
1931,Tabu,drama
1931,Tarnished Lady,drama
1931,Ten Cents a Dance,romance drama
1931,This Modern Age,drama
1931,Three Who Loved,drama
1931,The Tip-Off,comedy
1931,Tonight or Never,comedy
1931,Too Many Cooks,romantic comedy
1931,Touchdown,sports
1931,Trader Horn,"drama, adventure"
1931,Transgression,drama
1931,Traveling Husbands,drama
1931,The Unholy Garden,drama
1931,Up for Murder,drama
1931,The Viking,adventure film
1931,Waterloo Bridge,"drama, war"
1931,Way Back Home,"comedy, drama"
1931,West of Broadway,drama
1931,White Shoulders,comedy drama
1931,The Woman Between,drama
1931,A Woman of Experience,war drama
1931,Women of All Nations,comedy
1931,Working Girls,drama
1931,The Yellow Ticket,drama
1931,Young Donovan's Kid,drama
1932,"20,000 Years in Sing Sing",drama
1932,"70,000 Witnesses",mystery
1932,After the Ball,comedy
1932,After Tomorrow,drama
1932,The Age of Consent,drama
1932,Air Mail,"drama, adventure"
1932,The All American,drama
1932,Almost Married,thriller
1932,American Madness,drama
1932,The Animal Kingdom,drama
1932,Are You Listening?,drama
1932,As You Desire Me,drama
1932,Bachelor Mother,action
1932,Back Street,drama
1932,The Beast of the City,"drama, crime"
1932,Behind the Mask,"drama, horror"
1932,The Big Broadcast,"comedy, musical"
1932,Big City Blues,drama
1932,The Big Timer,sports
1932,A Bill of Divorcement,drama
1932,Bird of Paradise,romantic
1932,Blessed Event,comedy
1932,Blonde Venus,drama
1932,Broadway to Cheyenne,western
1932,Broken Lullaby,drama
1932,The Broken Wing,"drama, western"
1932,Business and Pleasure,comedy
1932,But the Flesh Is Weak,comedy
1932,The Cabin in the Cotton,drama
1932,Call Her Savage,drama
1932,Chandu the Magician,mystery
1932,Charlie Chan's Chance,"drama, mystery"
1932,Cock of the Air,comedy
1932,Come On Danger!,western
1932,The Conquerors,drama
1932,Cowboy Counsellor,western
1932,The Crash,drama
1932,Crooner,musical
1932,The Crowd Roars,sports
1932,The Crusader,drama
1932,Cynara,drama
1932,Dancers in the Dark,drama
1932,Daring Danger,western
1932,The Death Kiss,mystery
1932,The Dentist,comedy
1932,Devil and the Deep,drama
1932,The Devil Is Driving,drama
1932,Devil's Lottery,drama
1932,Discarded Lovers,mystery
1932,Disorderly Conduct,comedy
1932,Doctor X,"drama, horror"
1932,Downstairs,drama
1932,Emma,"comedy, drama"
1932,Evenings for Sale,comedy
1932,Faithless,drama
1932,A Farewell to Arms,"drama, war"
1932,Fast Life,comedy
1932,Flowers and Trees,animation
1932,Forbidden,drama
1932,Freaks,"drama, horror"
1932,Frisco Jenny,drama
1932,The Girl from Calgary,musical comedy
1932,Girl of the Rio,romance
1932,Gold,western
1932,Grand Hotel,drama
1932,The Greeks Had a Word for Them,comedy
1932,Harlem Is Heaven,musical
1932,The Hatchet Man,crime
1932,The Heart of New York,comedy
1932,Hell's Highway,drama
1932,Hell's House,drama
1932,Heritage of the Desert,western
1932,High Pressure,comedy
1932,Horse Feathers,comedy
1932,Hot Saturday,drama
1932,Huddle,drama
1932,I Am a Fugitive from a Chain Gang,drama
1932,If I Had a Million,"comedy, drama"
1932,Island of Lost Souls,science fiction
1932,It's Tough to Be Famous,comedy
1932,Jewel Robbery,"comedy, crime"
1932,Klondike,drama
1932,Kongo,drama
1932,Ladies of the Jury,comedy
1932,Lady with a Past,comedy
1932,The Last Mile,drama
1932,Lawyer Man,drama
1932,Life Begins,drama
1932,The Lost Squadron,"drama, war"
1932,Love Affair,drama
1932,Love in High Gear,comedy
1932,Love Me Tonight,musical
1932,Madame Butterfly,drama
1932,Madison Square Garden,"drama, sports"
1932,Make Me a Star,comedy
1932,Manhattan Tower,drama
1932,The Man Called Back,drama
1932,The Man from Yesterday,war drama
1932,Man Wanted,romance
1932,The Man Who Played God,drama
1932,The Mask of Fu Manchu,"horror, sci-fi"
1932,The Match King,drama
1932,Me and My Gal,drama
1932,The Menace,crime
1932,Men of Chance,drama
1932,Merrily We Go to Hell,"comedy, drama"
1932,Million Dollar Legs,comedy
1932,The Miracle Man,drama
1932,Misleading Lady,comedy
1932,The Monster Walks,horror
1932,The Most Dangerous Game,"adventure, thriller"
1932,The Mouthpiece,crime
1932,Movie Crazy,comedy
1932,Mr. Robinson Crusoe,adventure
1932,The Mummy,"drama, horror"
1932,Murders in the Rue Morgue,"crime, horror"
1932,"My Pal, the King",western
1932,New Morals for Old,romance
1932,Night After Night,comedy drama
1932,Night World,drama
1932,No Man of Her Own,drama
1932,No More Orchids,romance
1932,The Old Dark House,"comedy, horror"
1932,Once in a Lifetime,comedy
1932,One Hour with You,musical
1932,One Way Passage,drama
1932,Out of Singapore,action
1932,Pack Up Your Troubles,comedy
1932,The Painted Woman,thriller
1932,Partners,western
1932,The Passionate Plumber,comedy
1932,Payment Deferred,crime thriller
1932,The Penguin Pool Murder,mystery
1932,The Phantom of Crestwood,mystery
1932,The Phantom President,comedy
1932,Police Court,drama
1932,Polly of the Circus,drama
1932,Prosperity,"comedy, drama"
1932,The Purchase Price,"comedy, drama"
1932,Rackety Rax,comedy
1932,Rain,drama
1932,Rasputin and the Empress,drama
1932,Red Dust,drama
1932,Red-Headed Woman,comedy
1932,The Rich Are Always with Us,comedy
1932,"Ride Him, Cowboy",western
1932,Ridin' for Justice,western
1932,Rockabye,drama
1932,Scarface,"drama, crime"
1932,Scarlet Dawn,drama
1932,Shanghai Express,"adventure, drama"
1932,Shopworn,"drama, romance"
1932,Silver Dollar,drama
1932,Sinister Hands,mystery
1932,Sinners in the Sun,drama
1932,Sky Bride,drama
1932,Sky Devils,comedy
1932,Skyscraper Souls,drama
1932,Smilin' Through,romance
1932,So Big,"drama, romance"
1932,Speak Easily,comedy
1932,State's Attorney,drama
1932,The Stoker,drama
1932,The Strange Case of Clara Deane,drama
1932,Strange Interlude,drama
1932,A Successful Calamity,comedy
1932,Symphony of Six Million,drama
1932,Tarzan the Ape Man,adventure
1932,Taxi!,drama
1932,The Tenderfoot,comedy
1932,Texas Cyclone,western
1932,That's My Boy,drama
1932,They Call It Sin,drama
1932,They Just Had to Get Married,comedy
1932,They Never Come Back,drama
1932,Thirteen Women,thriller
1932,The Thirteenth Guest,mystery
1932,This Is the Night,comedy
1932,Three on a Match,"drama, crime"
1932,Tiger Shark,drama
1932,Tom Brown of Culver,drama
1932,Trouble in Paradise,romantic comedy
1932,Two Against the World,drama
1932,Two-Fisted Law,western
1932,Two Seconds,crime
1932,Unashamed,drama
1932,Union Depot,drama
1932,Uptown New York,drama
1932,Vanity Fair,drama
1932,Virtue,romance
1932,Washington Merry-Go-Round,drama
1932,Westward Passage,drama
1932,The Wet Parade,drama
1932,What Price Hollywood?,drama
1932,While Paris Sleeps,drama
1932,White Zombie,horror
1932,Winner Take All,drama
1932,The Wiser Sex,crime
1932,The Woman in Room 13,mystery
1932,You Said a Mouthful,comedy
1933,42nd Street,musical
1933,Ace of Aces,"drama, war"
1933,After Tonight,spy
1933,"Aggie Appleby, Maker of Men",comedy
1933,Air Hostess,drama
1933,Alice in Wonderland,fantasy
1933,Ann Carver's Profession,drama
1933,Ann Vickers,drama
1933,Baby Face,drama
1933,The Barbarian,adventure
1933,Beauty for Sale,drama
1933,A Bedtime Story,musical
1933,Before Dawn,drama
1933,Berkeley Square,fantasy
1933,The Bitter Tea of General Yen,"drama, war"
1933,Blind Adventure,mystery
1933,Blondie Johnson,drama
1933,Bombshell,"comedy, drama"
1933,The Bowery,"comedy, drama"
1933,Brief Moment,drama
1933,Broadway Bad,drama
1933,Broadway Through a Keyhole,musical
1933,Bureau of Missing Persons,drama
1933,By Candlelight,comedy
1933,Captured!,"drama, war"
1933,Cavalcade,"drama, war"
1933,Chance at Heaven,drama
1933,Child of Manhattan,drama
1933,Christopher Bean,comedy
1933,Christopher Strong,drama
1933,The Circus Queen Murder,mystery
1933,The Cohens and Kellys in Trouble,comedy
1933,College Coach,drama
1933,College Humor,musical comedy
1933,The Constant Woman,"drama, romance"
1933,Convention City,comedy
1933,Corruption,"drama, crime"
1933,Counsellor at Law,drama
1933,The Crime of the Century,"drama, mystery"
1933,Damaged Lives,drama
1933,Dancing Lady,"comedy, musical"
1933,Deluge,science fiction
1933,Design for Living,"comedy, romance"
1933,The Devil's Brother,comedy
1933,The Devil's Mate,mystery
1933,Diplomaniacs,comedy
1933,Don't Bet on Love,comedy
1933,Dora's Dunking Doughnuts,comedy
1933,Double Harness,comedy drama
1933,Duck Soup,comedy
1933,The Eagle and the Hawk,"drama, war"
1933,"Elmer, the Great",comedy
1933,The Emperor Jones,drama
1933,Employees' Entrance,drama
1933,Eskimo,adventure
1933,Ex-Lady,comedy
1933,Face in the Sky,"comedy, musical"
